ID,LOCATION_LATITUDE,LOCATION_LONGITUDE,COMMODITY_RELEASED_TYPE,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,FATAL,INJURE,ACCIDENT_IDENTIFIER,SYSTEM_PART_INVOLVED,PIPE_FAC_NAME,DESIGNATED_LOCATION,FEDERAL,LOCATION_TYPE,INCIDENT_AREA_TYPE,CROSSING,PIPE_FACILITY_TYPE,INSTALLATION_YEAR,ITEM_INVOLVED,MATERIAL_INVOLVED,RELEASE_TYPE,WILDLIFE_IMPACT_IND,SOIL_CONTAMINATION,WATER_CONTAM_IND,COULD_BE_HCA,COMMODITY_REACHED_HCA,ACCIDENT_PSIG,ACCIDENT_PRESSURE,INTERNAL_INSPECTION_IND,OPERATION_COMPLICATIONS_IND,PIPELINE_FUNCTION,SCADA_IN_PLACE_IND,CPM_IN_PLACE_IND,CAUSE,CAUSE_DETAILS,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER
157,31.7255544,-84.4383088,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,350.0,1807.0,0.0,0,0,NOTIFICATION FROM EMERGENCY RESPONDER,"ONSHORE PIPELINE, INCLUDING VALVE SITES","DIXIE, OPELIKA - ALMA (SPUR LINE)",SURVEY STATION NO.,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1965,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,NO,NO,NO,NO,302.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,NATURAL FORCE DAMAGE,LIGHTNING,0.0,71000.0,350000.0,2000.0,0.0,0.0
158,30.011219,-94.0563,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,BEAUMONT TERMINAL,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,1998,METER/PROVER,CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,YES,44.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,INCORRECT OPERATION,"VALVE LEFT OR PLACED IN WRONG POSITION, BUT NOT RESULTING IN A TANK, VESSEL, OR SUMP/SEPARATOR OVERFLOW OR FACILITY OVERPRESSURE",0.0,50.0,7500.0,500.0,5000.0,0.0
159,32.47983,-94.83649,CRUDE OIL,3.0,0.0,3.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,PALINE NORTH,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2011,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,NO,NO,144.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED GATHERING,YES,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,221.0,90.0,0.0,800.0,0.0
160,29.84869,-95.02319,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.14,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,TEXAS BELLE PUMP STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2015,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,NO,866.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,12.0,15500.0,0.0,0.0,0.0
161,41.76894,-87.82593,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,26.0,0.0,26.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,ARGO TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,FILTER/STRAINER/SEPARATOR,CARBON STEEL,OTHER,NO,NO,NO,YES,YES,10.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,NO,NO,INCORRECT OPERATION,"TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW",0.0,190.0,245.0,665.0,0.0,0.0
162,30.13207,-91.2418,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,15.0,18.25,0.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES",CENTRAL EAST REGION - AMMONIA MAIN LINE,MILEPOST,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTERSTATE,1997,"TAP FITTING(STOPPLE, THREAD-O-RING, WELD-O-LET, ETC.)",CARBON STEEL,LEAK-OTHER,NO,NO,YES,YES,YES,847.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,4667.0,60491.0,75435.0,25000.0,6800.0
163,32.288891,-102.161171,CRUDE OIL,7.24,0.0,7.24,0,0,CONTROLLER,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,MARTIN STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2016,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,NO,NO,40.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED GATHERING,YES,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,0.0,12000.0,600.0,0.0,0.0
164,36.67822034,-79.39588088,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,38.0,0.0,22.12,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,WITT STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1978,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,NO,101.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,5205.0,200000.0,2100000.0,2700000.0,0.0
165,47.90524,-96.019121,CRUDE OIL,0.26,0.0,0.26,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,PLUMMER STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1986,PUMP,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,NO,525.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,21.0,19000.0,200.0,0.0,0.0
166,36.07123064,-79.93686505,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.24,0.0,1.24,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,GREENSBORO JUNCTION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1961,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,YES,YES,134.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.0,170.0,1700.0,25000.0,0.0,0.0
167,29.748,-95.1294,CRUDE OIL,0.47,0.0,0.47,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,HOUSTON SHIP CHANNEL,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2018,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,NO,62.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,37.0,500.0,13000.0,0.0,0.0
168,29.7652,-95.1403,CRUDE OIL,1.0,0.0,1.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,APPELT TERMINAL,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2016,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,NO,NO,YES,YES,40.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,80.0,500.0,23000.0,0.0,0.0
169,32.48316,-94.83723,CRUDE OIL,2.0,0.0,2.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,TEXOMA STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTRASTATE,2016,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,40.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,140.0,2736.0,0.0,3000.0,0.0
170,33.759045,-84.673094,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,1.83,0.0,1.83,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,AUSTELL TANK FARM,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,1969,DRAIN LINES,CARBON STEEL,OTHER,NO,YES,NO,YES,YES,0.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,50.0,750.0,15000.0,0.0,0.0
171,29.913,-94.0076,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.4,0.0,0.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,PORT ARTHUR TERMINAL,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2019,VALVE,CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,44.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,0.0,500.0,5000.0,28000.0,0.0
173,32.48391,-88.55891,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,569.36,0.0,383.33,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES",MCCAIN PIPELINE COMPANY,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"TANK, INCLUDING ATTACHED APPURTENANCES",NO,INTRASTATE,UNKNOWN,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,15.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,0.0,98500.0,100000.0,150000.0,35000.0,0.0
174,29.450611,-90.266867,CRUDE OIL,0.5,0.0,0.5,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,CLOVELLY TANK FACILITY,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,TRANSITION AREA,NO,INTERSTATE,2002,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,5.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,40.0,350000.0,200000.0,0.0,10000.0
175,37.80602936,-96.87601816,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,0.6,0.0,0.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,EL DORADO EAST,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2022,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,YES,183.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,DEFECTIVE OR LOOSE TUBING OR FITTING,0.0,75.0,0.0,5500.0,2000.0,0.0
176,30.12177,-94.634175,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,21.84,0.0,0.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",DAISETTA TRAP SITE,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2022,VALVE,CARBON STEEL,LEAK-OTHER,NO,NO,NO,NO,NO,399.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,NATURAL FORCE DAMAGE,TEMPERATURE,0.0,630.0,5500.0,0.0,0.0,0.0
177,31.53132,-96.18514,CRUDE OIL,25.0,0.0,25.0,0,0,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,CEDAR 2 PUMP STATION,MILEPOST,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,2014,VALVE,CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,1155.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,2000.0,1560.0,0.0,0.0,23000.0,0.0
178,41.228104,-83.640085,CRUDE OIL,1974.0,0.0,1974.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",CYGNET PUMP STATION,SURVEY STATION NO.,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,1949,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,LEAK-CRACK,NO,YES,NO,NO,NO,75.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,ENVIRONMENTAL CRACKING-RELATED,54000.0,51794.0,246723.0,1387071.0,567360.0,0.0
179,38.844777,-90.089601,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,11694.0,0.0,4419.0,0,0,GROUND PATROL BY OPERATOR OR ITS CONTRACTOR,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,KMLT WOOD RIVER TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,UNKNOWN,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,OTHER,NO,YES,NO,YES,YES,7.6,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,724000.0,25000.0,882577.0,1646000.0,350000.0
181,33.877243,-118.10756,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,91.0,0.0,45.1,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS","ONSHORE PIPELINE, INCLUDING VALVE SITES",LS-10,MILEPOST,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,NO,INTRASTATE,1954,PIPE,CARBON STEEL,LEAK-CRACK,NO,YES,NO,YES,YES,559.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,EXTERNAL CORROSION,2500000.0,8666.0,2900000.0,1300000.0,2730000.0,68000.0
182,41.828611,-104.353611,CRUDE OIL,35.0,0.0,30.0,0,0,NOTIFICATION FROM PUBLIC,"ONSHORE PIPELINE, INCLUDING VALVE SITES",YODER PUMP STATION,MILEPOST,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTERSTATE,2014,TUBING,MATERIAL OTHER THAN CARBON STEEL,LEAK-OTHER,NO,YES,NO,NO,NO,100.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,OTHER ACCIDENT CAUSE,UNKNOWN,10000.0,2648.0,30000.0,325000.0,0.0,0.0
183,32.48316,-94.83723,CRUDE OIL,75.0,0.0,70.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,TEXOMA STATION,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTRASTATE,2016,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,160.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,NO,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,375.0,60000.0,80000.0,60000.0,0.0
184,40.315254,-76.036847,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,51.0,0.0,51.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,MONTELLO FACILITY,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,YES,INTERSTATE,1949,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,80.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,0.0,6426.0,50000.0,77000.0,50000.0,0.0
185,31.296661,-86.882673,CRUDE OIL,0.48,0.0,0.48,0,0,"SCADA-BASED INFORMATION (SUCH AS ALARM(S), ALERT(S), EVENT(S), AND/OR VOLUME OR PACK CALCULATIONS)",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,CASTLEBERRY STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2009,PUMP,MATERIAL OTHER THAN CARBON STEEL,LEAK-SEAL OR PACKING,NO,YES,NO,NO,NO,510.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.0,40.0,2000.0,12990.0,0.0,0.0
186,31.9444,-101.9189,CRUDE OIL,0.24,0.0,0.24,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,SMT GATHERING INLET MANIFOLD,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,NO,INTRASTATE,2017,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,NO,NO,20.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,=< 20% SMYS REGULATED GATHERING,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,30.0,0.0,21500.0,1500.0,2000.0
187,32.02032,-102.01808,CRUDE OIL,300.0,0.0,300.0,0,0,NOTIFICATION FROM THIRD PARTY THAT CAUSED THE ACCIDENT,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,SUNDOWN MIDLAND JCT,MILEPOST,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTRASTATE,UNKNOWN,METER/PROVER,CARBON STEEL,OTHER,NO,YES,NO,YES,NO,152.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,OTHER OUTSIDE FORCE DAMAGE,"DAMAGE BY CAR, TRUCK, OR OTHER MOTORIZED VEHICLE/EQUIPMENT NOT ENGAGED IN EXCAVATION",0.0,3560.0,107000.0,44000.0,90291.0,0.0
188,39.842201,-96.995547,CRUDE OIL,12937.0,0.0,12937.0,0,0,CPM LEAK DETECTION SYSTEM,"ONSHORE PIPELINE, INCLUDING VALVE SITES",KEYSTONE CUSHING EXTENSION,MILEPOST,NO,PIPELINE RIGHT-OF-WAY,UNDERGROUND,YES,INTERSTATE,2010,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,RUPTURE-CIRCUMFERENTIAL,YES,YES,YES,NO,NO,1153.0,PRESSURE DID NOT EXCEED MOP,YES,NO,> 20% SMYS REGULATED TRANSMISSION,YES,YES,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",15250000.0,793660.0,6540036.0,442157476.0,16052489.0,0.0
189,29.73413,-95.158661,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,300.0,0.0,300.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,PASADENA TERMINAL TANKS (46 TANKS),MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTRASTATE,2018,FLANGE ASSEMBLY,MATERIAL OTHER THAN CARBON STEEL,LEAK-CONNECTION FAILURE,NO,YES,NO,YES,NO,23.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,35000.0,100.0,50000.0,0.0,0.0
190,31.8486,-102.3084,CRUDE OIL,3.0,0.0,3.0,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,DIAMONDBACK HEADLEE PUMP STATION,MILEPOST,NO,"ORIGINATED ON OPERATOR-CONTROLLED PROPERTY, BUT THEN FLOWED OR MIGRATED OFF THE PROPERTY",ABOVEGROUND,NO,INTRASTATE,2022,"WELD, INCLUDING HEAT-AFFECTED ZONE",CARBON STEEL,RUPTURE-CIRCUMFERENTIAL,NO,YES,NO,NO,NO,702.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED GATHERING,YES,NO,MATERIAL FAILURE OF PIPE OR WELD,"DESIGN-, CONSTRUCTION-, INSTALLATION-, OR FABRICATION-RELATED",0.0,230.0,15000.0,22500.0,0.0,0.0
191,32.1472,-102.8226,CRUDE OIL,2.4,0.0,2.4,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,ANDREWS STATION,MILEPOST,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2016,SCRAPER/PIG TRAP,CARBON STEEL,LEAK-OTHER,NO,YES,NO,YES,YES,600.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,> 20% SMYS REGULATED TRANSMISSION,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,0.0,192.0,703.0,1600.0,1500.0,0.0
192,30.001142,-93.986733,CRUDE OIL,0.12,0.0,0.12,0,0,"LOCAL OPERATING PERSONNEL, INCLUDING CONTRACTORS",ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,NEDERLAND TERMINAL,SURVEY STATION NO.,NO,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,NO,INTERSTATE,2007,PIPE,CARBON STEEL,LEAK-PINHOLE,NO,YES,NO,YES,YES,100.0,PRESSURE DID NOT EXCEED MOP,UNKNOWN,UNKNOWN,< 20% SMYS REGULATED TRANSMISSION,YES,NO,CORROSION FAILURE,INTERNAL CORROSION,0.0,20.0,600.0,400.0,0.0,0.0
